sender,receiver,value
VALDIR,REGINALDO,24203
GABRIELA,ANDREA,5817
RENATA,FLAVIO,10444
VALERIA,GUILHERME,93055
JONAS,JEFERSON,68026
LAURA,GERALDO,44981
AMANDA,ELIAS,9333
SONIA,MONICA,2692
JOAQUIM,PRISCILA,60955
DAIANE,RENATO,48229
EDSON,LUIZ,86627
VERA,RAIMUNDO,89962
CRISTIANE,ADRIANO,22582
NATALIA,NELSON,32797
JANAINA,BENEDITO,89842
JAQUELINE,FRANCISCO,58444
ANDREA,NELSON,58917
FABIANA,LUAN,83262
ELIAS,FERNANDO,983
RENAN,VERA,45315
DANIELE,JAQUELINE,48805
JOAO,NATALIA,57912
CLAUDIO,CRISTINA,71813
FLAVIO,ANDREIA,68106
VITORIA,SIMONE,89018
FABIO,SERGIO,31350
DAVID,JULIO,79167
RAFAEL,DAVID,11635
ANDRESSA,LAURA,24603
RENAN,ELIANA,41801
ELIANE,FELIPE,90942
JULIO,CLAUDIO,35787
FABIANO,JULIA,60491
CRISTIANO,FERNANDO,91495
DENISE,FABIANA,31131
JAQUELINE,REGINALDO,68320
ADRIANA,CAROLINE,58006
JAIR,FABIO,156
MONICA,LARISSA,84195
ROSANA,ALICE,54612
LUCIANA,ANDREIA,47820
TEREZA,MIGUEL,41135
RICARDO,ELIANE,529
ALICE,ALINE,80906
RENAN,CRISTIANO,28411
DIOGO,GILMAR,78482
EDNA,FABRICIO,41598
FERNANDA,FRANCISCO,41420
SAMUEL,RONALDO,73834
ROSANA,VICTOR,8780
REGINALDO,ROBERTO,52686
OSVALDO,JOAO,31111
RAQUEL,DOUGLAS,67010
CARLA,BIANCA,67226
HENRIQUE,LEONARDO,42506
VINICIUS,REGINALDO,71392
MATEUS,VERA,11012
ANDREIA,JAQUELINE,24734
HELENA,MARIANA,59879
ROSANGELA,IGOR,98683
CLAUDIA,CARLOS,36918
CARLA,GUILHERME,89041
JAQUELINE,JAIR,61167
PAULO,PEDRO,73001
LEONARDO,FABIANO,88769
CARLA,ANDRESSA,81615
VIVIANE,FATIMA,17163
MARCOS,GILBERTO,6731
LEONARDO,SILVANA,59232
MIGUEL,ROSANGELA,37805
LUZIA,BRUNO,58462
JESSICA,GABRIEL,64023
DANIELA,DIEGO,31061
RAFAEL,VICTOR,53849
DENISE,BARBARA,53697
CLAUDIA,RENAN,41530
SUELI,VIVIANE,99772
JOSEFA,GABRIELA,82263
CARLOS,PAULA,47475
ROSA,ALEX,16966
SUELI,LUIS,46015
RODRIGO,HELENA,41068
ROBSON,SAMUEL,456
DIEGO,REGINALDO,79849
BARBARA,ALESSANDRA,8426
MAURICIO,ALINE,85077
FELIPE,TANIA,782
VALDIR,DEBORA,87154
JULIO,FERNANDO,86393
MARTA,EDNA,73537
ALESSANDRA,JULIA,27721
ADILSON,TANIA,52424
TATIANE,FLAVIO,70167
ANTONIO,TATIANE,80994
MARCELO,MARLI,2249
ELIANE,ANTONIO,92813
GABRIEL,AMANDA,53479
JANAINA,SEVERINO,8870
GILBERTO,LEANDRO,15063
ANA,GABRIEL,79963
MARCIA,VITORIA,40385
VITOR,RITA,67946
EDNA,JULIO,48854
ADILSON,JULIANA,44452
JULIO,DAVI,55655
DIOGO,LUIS,10169
ALEX,LUIZ,40346
FLAVIO,ALINE,6693
BENEDITO,GABRIELA,63702
JOSE,DANIEL,98907
BARBARA,LETICIA,73745
LEONARDO,ROSANGELA,11819
SONIA,CAROLINA,77878
DANIELA,PRISCILA,88826
FABIO,JOAQUIM,84718
VINICIUS,CARLA,58176
RAIMUNDO,SEVERINO,98503
LEANDRO,LUCIANA,48091
PAULA,RITA,43694
CICERO,BIANCA,81849
IGOR,LAURA,67278
MARCO,RAQUEL,33204
MARTA,JOANA,53695
SONIA,CAROLINE,83529
MATHEUS,CRISTIANO,52909
MARINA,ALAN,22448
DANIELA,MARTA,65141
SONIA,LUIZA,9871
VANESSA,ROSANGELA,39158
JULIANA,APARECIDA,84771
ELIANE,EVERTON,71491
CAROLINA,ANDREA,87627
SIMONE,FLAVIO,6417
LEANDRO,RAQUEL,38757
BRUNA,RONALDO,40505
SAMUEL,FABRICIO,5778
JULIO,RAIMUNDA,8708
LUCIA,SABRINA,8072
ALESSANDRO,ROBSON,72037
GUILHERME,RAFAEL,31970
JOAO,LUCIANA,18699
RAQUEL,FABIO,71237
THIAGO,JAQUELINE,71715
JESSICA,RODRIGO,70342
VIVIANE,PAULA,71436
RENATA,SABRINA,98082
MAURICIO,ROGERIO,89296
SIMONE,CRISTIANO,63642
SANDRA,JULIANA,97706
JAIR,GUSTAVO,77761
FRANCISCO,AMANDA,19442
ALEXANDRE,JAIR,31415
PRISCILA,FABRICIO,98895
JORGE,DEBORA,47705
ROBERTO,SONIA,69527
JORGE,HENRIQUE,23832
GERALDO,SEVERINO,3215
TEREZA,GABRIEL,56666
TEREZINHA,ROBSON,51831
ROSANA,PRISCILA,7744
CELIA,FABIANA,73186
TAIS,LUANA,31388
ADRIANO,MARLENE,44108
MATEUS,IGOR,32473
LARISSA,DIOGO,2065
MARCO,ELIAS,14798
JESSICA,SERGIO,6977
AMANDA,MARLENE,17988
DEBORA,RAFAELA,74623
GILSON,PATRICIA,12931
DANIEL,AMANDA,48172
JOANA,PRISCILA,39088
JEAN,MIGUEL,97719
RODRIGO,JULIANA,57265
MARTA,SONIA,93146
VITORIA,LUIS,64571
FABRICIO,FABIO,80428
TATIANE,JORGE,38824
ELIAS,THIAGO,20562
ROGERIO,AMANDA,84883
JOSE,FERNANDO,51468
CAROLINE,RENATO,23764
JOAO,ALICE,47888
ANDREA,LUIZA,92555
JORGE,MARINA,9836
JEAN,CRISTIANE,72324
TEREZINHA,ROBSON,81801
ANTONIA,GUILHERME,293
VERA,RONALDO,29006
VANESSA,CAMILA,40580
ADRIANO,MARIO,39437
JOSEFA,ROSANGELA,38358
ELAINE,TANIA,28228
MARIA,JOANA,36590
NATALIA,SERGIO,18549
ALICE,TEREZINHA,20020
MANOEL,RAFAEL,6362
GILSON,PAULA,98114
ANTONIO,JOAQUIM,50825
CARLOS,RAFAELA,3828
DANIELE,ANDREA,30124
JAQUELINE,JANAINA,60712
SONIA,CAMILA,58490
MATEUS,JAIR,18537
FABIO,MAURICIO,38843
SERGIO,JAQUELINE,38849
EDSON,JANAINA,70119
THIAGO,MANOEL,11155
JULIANA,JANAINA,91238
RICARDO,MIGUEL,15917
ALESSANDRO,LUCAS,35109
EDNA,LAURA,7142
GILSON,EDSON,26363
ROSANGELA,LUCAS,91685
LARISSA,PAULO,60251
VITORIA,LUIZA,82964
REGINALDO,LUCIANA,78982
FERNANDO,CICERO,75022
EDNA,DAVID,1847
SARA,GABRIELA,77229
EVERTON,MARLENE,89617
SIMONE,OSVALDO,91315
CAROLINA,AMANDA,96571
LUZIA,PEDRO,92134
ADRIANO,ELIAS,37383
CRISTIANO,VITOR,66309
ANA,RAFAELA,34458
FELIPE,VIVIANE,12727
GABRIELA,RENATO,51025
PEDRO,OSVALDO,9935
ADRIANA,SEVERINO,46105
DOUGLAS,DAVI,69082
MIGUEL,ALESSANDRA,24099
ADILSON,TANIA,44214
ALINE,CELIA,52686
MARTA,WILSON,34818
ROBERTO,PATRICIA,38817
TEREZINHA,SEVERINO,10181
SAMUEL,ISABELA,4243
DAVI,CLAUDIO,29670
LUCIANO,BARBARA,10763
AMANDA,CAROLINA,26659
JANAINA,ALEXANDRE,54576
ANA,MATEUS,56057
ALEXANDRE,LUCIANA,6387
MANUEL,MARIO,35352
GILBERTO,JEFERSON,50521
DENISE,GABRIEL,93495
VITORIA,RAIMUNDA,15415
JORGE,BEATRIZ,42459
RAQUEL,ALEXANDRE,59820
DAIANE,DOUGLAS,195
OSVALDO,VICTOR,72152
ISABELA,AMANDA,92842
LARISSA,SOLANGE,62935
JONAS,ROGERIO,82004
WILSON,BEATRIZ,10468
ALAN,CLAUDIA,32594
CARLA,ELIAS,33390
RODRIGO,MAURICIO,85486
GILBERTO,ANDRESSA,73567
EDNA,GERALDO,61670
CARLOS,THAIS,24782
CAIO,CLAUDIO,17053
MATHEUS,FLAVIA,45885
CRISTINA,ROBERTO,67999
ROSANA,SABRINA,25486
LUCAS,DAVI,17878
RAIMUNDO,PEDRO,51082
GILMAR,MAURICIO,98054
ANGELA,MANOEL,87363
RITA,MANOEL,25887
RENATO,MANOEL,99199
SAMUEL,AMANDA,14630
ELIANE,LUCIANO,97869
ELIANE,SERGIO,74966
SAMUEL,CAIO,96284
ISABELA,GABRIEL,85568
OSVALDO,FRANCISCA,82630
MONICA,SOLANGE,22232
IGOR,APARECIDA,25813
RENATA,ANDRESSA,67342
ANDERSON,ADRIANA,73443
ANTONIO,SABRINA,11212
LUIS,PAULO,26004
WILSON,SONIA,17895
GABRIELA,CARLOS,49860
AMANDA,DAVI,66843
ANDRE,FERNANDO,46581
WILLIAN,CELIA,89473
TEREZA,FATIMA,37050
JEAN,WESLEY,22559
FELIPE,WILLIAN,79585
TIAGO,ROGERIO,15432
LUIS,MARTA,4981
ALESSANDRO,DANILO,77533
CELIA,IGOR,24403
PRISCILA,SARA,42067
GILMAR,SILVIA,11374
BIANCA,NATALIA,40321
JOAO,ALAN,38339
NATALIA,RAFAEL,26394
JAQUELINE,JOAQUIM,80659
GERALDO,JEAN,1169
SIMONE,FERNANDA,5076
EVERTON,RICARDO,64616
HELENA,FLAVIO,94240
ADRIANA,VALERIA,80767
MARCO,ELAINE,45608
CARLOS,LUCAS,18853
LUCAS,ALESSANDRA,73508
REGINALDO,DANIELE,30443
SAMUEL,DAVID,10706
DAVI,SEVERINO,29413
LETICIA,JOAQUIM,63455
MARIO,RITA,8812
ANDREIA,CLAUDIO,39301
RAFAELA,JOSEFA,40676
LUAN,DANIELA,66255
VINICIUS,ELIANE,11695
SUELI,GUSTAVO,97812
WILLIAN,CARLOS,14156
ELIAS,SIMONE,11751
FABIANA,MANUEL,54456
CELIA,THAIS,5992
LEANDRO,TIAGO,28819
PATRICIA,ROSANGELA,42523
GUSTAVO,EDSON,86083
JOAO,DAVI,93057
RAFAEL,MARIO,25380
ROSA,BIANCA,80500
SILVANA,DANIELA,88425
MARIA,LEONARDO,55864
CRISTIANE,CRISTIANO,71207
LUCIA,MARCIA,88384
FERNANDA,MARCO,117
FLAVIA,ELIANA,17911
GILMAR,CAROLINE,36176
ROSA,ISABELA,41488
LEANDRO,DIEGO,5403
MICHELE,CELIA,27017
ANDERSON,RAFAEL,92430
ALICE,CAROLINE,66689
BRUNO,REGINA,49816
LEANDRO,MATHEUS,46042
FELIPE,JORGE,52354
TANIA,GABRIEL,64882
ROBSON,LUCIANO,59213
EDUARDO,GUSTAVO,85426
SABRINA,BEATRIZ,83254
BEATRIZ,RAFAELA,76769
RENAN,FABIO,91096
MATHEUS,RENAN,67121
LUAN,APARECIDA,10498
CRISTIANO,DANILO,31630
MARCIO,JULIO,94806
JOANA,ANTONIO,85696
FABIO,DENISE,60609
ISABEL,WESLEY,76656
BENEDITO,GERALDO,51737
JAIR,SERGIO,76547
SILVANA,GILBERTO,46554
JOAQUIM,EDNA,50921
DIEGO,JEAN,39800
GUILHERME,DAIANE,29228
ANA,SEVERINO,75183
NATALIA,FRANCISCO,24843
PEDRO,BARBARA,49541
LETICIA,ANDREA,3292
MANOEL,SAMUEL,50819
DANIEL,VANESSA,12139
WESLEY,JOANA,11884
ADRIANA,REGINALDO,954
RENAN,SEVERINO,55821
HENRIQUE,ANTONIA,93773
DANIEL,GUSTAVO,60562
MARLENE,VINICIUS,58828
DAVI,ANGELA,36723
MARIO,TIAGO,63083
TIAGO,PAULA,67303
ALEXANDRE,FLAVIA,30073
ANTONIO,MARCIA,66881
RICARDO,JOAQUIM,98052
FRANCISCA,REGINA,61034
ELIANA,SANDRA,97413
JAIR,EMERSON,71169
MONICA,SILVIA,17286
DOUGLAS,FLAVIA,45294
CAIO,ALICE,8760
BRUNO,VITORIA,91318
RONALDO,JOSEFA,9139
WILSON,LUCIA,86625
EDUARDO,DAIANE,6336
ALINE,GILBERTO,55152
ALINE,ALEXANDRE,4157
MAURO,RAIMUNDA,84271
RICARDO,DANIELA,82985
JOSEFA,SABRINA,96939
VANESSA,ERICA,84756
BARBARA,EDNA,81670
VANESSA,EVERTON,60810
RODRIGO,VERA,24888
DANILO,LETICIA,95279
JORGE,IGOR,50270
ANDREA,PRISCILA,10839
ELIANA,SEBASTIAO,56514
MARTA,SOLANGE,39116
NATALIA,APARECIDA,22325
SILVIA,MATHEUS,47186
LUIZA,LEANDRO,24072
EDUARDO,JULIO,81906
RICARDO,ROSANGELA,59630
ANDRESSA,DENISE,69658
RAIMUNDA,SERGIO,97376
OSVALDO,MARCOS,17731
PATRICIA,CARLOS,28506
LUCAS,MARCIO,37386
JAIR,DANIEL,61676
MARINA,TANIA,65823
CAROLINA,LUAN,84020
BENEDITO,HELENA,49148
MARCELO,LUCIANA,4730
GERALDO,ROBERTO,81335
ALEXANDRE,FERNANDA,40151
MATEUS,JESSICA,98882
JOANA,ROSANGELA,56044
WILLIAN,GABRIEL,52603
SOLANGE,DANIELE,6732
CARLOS,MARCIO,4855
CRISTIANO,JONAS,76976
APARECIDA,ALICE,84232
LUAN,ELIAS,22013
MARCIA,APARECIDA,30491
DANIEL,ANDREA,55872
CRISTINA,ROSA,51898
MARCELO,MARIANA,85856
FATIMA,MARLENE,46138
ROBSON,DANIEL,10257
VERA,ALINE,80750
DAVI,VALDIR,93895
GUILHERME,PAULO,65278
REGINALDO,JOSEFA,96774
TANIA,ISABELA,7595
FRANCISCA,FABIANO,44559
MARINA,ADILSON,95842
ANDREA,MARLI,46037
LEONARDO,BRUNO,28256
MAURICIO,MARCIA,41586
ELIANE,VIVIANE,26727
VICTOR,EDNA,93429
FABIO,ISABEL,25171
ISABEL,CICERO,68587
BENEDITO,ELAINE,5242
JAIR,CLAUDIO,30971
REGINALDO,EMERSON,32831
DENISE,DEBORA,3170
RODRIGO,ERICA,55083
CICERO,TEREZA,73727
MANUEL,RICARDO,30930
SOLANGE,CAMILA,3658
ANTONIO,WESLEY,95179
CLAUDIA,LEANDRO,24800
VERA,SERGIO,24824
BRUNO,ROSANA,62051
ISABELA,LARISSA,64525
LEANDRO,CAIO,33757
FABIANO,CRISTIANE,75449
ALAN,FABIANA,21634
RITA,ALICE,14976
CRISTIANO,MIGUEL,78084
TEREZA,MARLENE,20945
FABIANA,JOAQUIM,69991
FRANCISCA,MARIA,95943
SANDRA,MARLENE,35960
WILSON,RODRIGO,37610
BARBARA,EDUARDO,77523
JEFERSON,LUCIANA,25213
REGINALDO,JULIA,88942
EMERSON,ADILSON,67189
TEREZINHA,ANDRESSA,68992
MARLENE,SABRINA,93113
ELIANE,DIEGO,45688
PAULA,APARECIDA,24374
MARIO,SEBASTIAO,5570
EDNA,FABIANA,48393
ELAINE,DANILO,10416
FERNANDA,CRISTIANE,64155
JULIANA,MANOEL,38275
GILSON,FATIMA,70303
MARTA,JAIR,66622
LEANDRO,FLAVIA,8331
TIAGO,MARIA,62678
RAIMUNDO,MICHELE,57335
DIOGO,RAIMUNDO,48476
GILMAR,MARTA,54415
LUZIA,ROSA,34327
ELIANA,ROBSON,99055
MARCOS,JULIO,78602
CAROLINE,JESSICA,43738
REGINA,SAMUEL,9315
ROSANA,JORGE,42658
FLAVIA,DIEGO,54447
FABIANA,EDUARDO,6096
VALERIA,VALDIR,11440
MARCO,VICTOR,32517
LUAN,ISABEL,17143
JULIA,HELENA,35237
TEREZINHA,SOLANGE,47958
DANILO,DANIEL,87987
RODRIGO,PEDRO,30770
JONAS,SILVIA,89379
DEBORA,CARLA,77071
ALESSANDRO,SILVANA,79455
IGOR,NELSON,874
TEREZA,DAVI,96361
THAIS,LUCAS,52910
JESSICA,LETICIA,76989
GILBERTO,FLAVIO,80428
PEDRO,FERNANDA,6305
REGINA,ALESSANDRA,6344
JONAS,LUAN,3824
ANTONIA,JEAN,43235
MICHELE,LUCIA,67654
CRISTIANE,DIEGO,17257
AMANDA,ANDREA,41429
SAMUEL,LUZIA,95984
DANIELE,SAMUEL,10110
SARA,WESLEY,22589
SAMUEL,JEFERSON,15569
WILSON,AMANDA,16089
ROBERTO,GILBERTO,30680
TAIS,MATEUS,97466
LUIZA,APARECIDA,55033
ELAINE,FLAVIA,78885
ROGERIO,ALICE,39988
LUCIA,ALINE,82756
JULIANA,FERNANDA,93283
EDSON,VALDIR,76660
PAULO,GILSON,49292
PAULO,THAIS,10690
OSVALDO,LEONARDO,4924
RODRIGO,VINICIUS,91285
FABIANA,JOANA,2275
ROSANGELA,JAIR,70510
RAFAEL,ROSANGELA,65752
JANAINA,TANIA,84862
JOAO,PRISCILA,76628
PAULO,VANESSA,14757
MATEUS,HELENA,68950
CRISTIANO,ANDRE,30443
LETICIA,RAQUEL,13443
LUANA,FABIANA,30307
FERNANDA,CLAUDIO,36087
ANDRESSA,BENEDITO,25580
VINICIUS,BRUNA,47948
LEONARDO,DANIELE,6720
MARINA,VITORIA,11675
BARBARA,VALDIR,40963
MARINA,ALINE,12986
ANTONIO,ELIAS,86972
DEBORA,ANTONIO,92147
ANDRE,JANAINA,21121
LUANA,JULIANA,22164
CLAUDIA,SONIA,56450
LETICIA,SIMONE,25640
EDNA,MAURO,17106
ADILSON,ELIANA,75662
ANDREA,JORGE,19839
CARLOS,MARIA,60515
THIAGO,ANDERSON,5637
ALEXANDRE,JONAS,71017
PEDRO,JOSE,92783
ROBERTO,SEVERINO,79172
VIVIANE,MARCIA,83169
FERNANDA,ROSANGELA,11600
MARIO,GILBERTO,78351
ROBSON,GILMAR,83122
VALERIA,JULIO,60893
TANIA,MIGUEL,45374
ANDERSON,MARCIA,7109
THIAGO,JOAQUIM,84408
SAMUEL,SONIA,52124
BARBARA,VALDIR,14153
VITORIA,ALESSANDRO,4421
LAURA,SUELI,58762
CAROLINE,RAFAEL,23857
PRISCILA,GUILHERME,38233
FERNANDO,ANDRE,93335
JAIR,ALEXANDRE,75874
FATIMA,TIAGO,23335
FERNANDO,MONICA,39627
ANDREIA,ROBSON,86391
JOSE,VIVIANE,23796
DAVI,ALEXANDRE,83995
REGINALDO,VALDIR,6918
FABIANO,ANDREIA,44238
JOAQUIM,CARLOS,96284
ANDRE,PRISCILA,74695
ANDERSON,SARA,81134
THIAGO,GUILHERME,8836
ALESSANDRO,MARCIA,14693
JESSICA,ANA,50678
THAIS,ALINE,39779
FERNANDO,FABIANA,13657
LUCAS,VALDIR,53257
ANTONIO,GILMAR,53226
IGOR,JOAO,73855
GUSTAVO,LUANA,42449
ALESSANDRO,BARBARA,44277
VERA,ADRIANO,30039
MARCO,JULIO,41654
ALEXANDRE,PAULO,18123
ALAN,MARCIA,35148
DAVID,ERICA,47592
ADILSON,REGINA,89435
JESSICA,ISABEL,37969
SAMUEL,ALAN,11343
DANILO,FABIO,57437
SERGIO,ALICE,13023
MANOEL,EVERTON,8263
ROSA,ERICA,92956
EVERTON,SAMUEL,32080
ROSANGELA,VALDIR,35288
DANIELE,FLAVIA,43353
BARBARA,ANDRE,53421
ISABEL,RODRIGO,31835
VITORIA,VICTOR,92415
ELAINE,LUCIANO,88615
GERALDO,RONALDO,34545
LARISSA,TAIS,57355
LUCAS,CAIO,47982
SAMUEL,LUZIA,52023
RENAN,FABIANA,60183
JOAQUIM,BIANCA,83080
BIANCA,VALERIA,23758
EDNA,RICARDO,12970
FERNANDO,MATEUS,2281
SEVERINO,VANESSA,33719
ALESSANDRA,RAIMUNDA,57270
SEVERINO,EDNA,11033
MATHEUS,ISABELA,20621
RAIMUNDA,FRANCISCO,54337
JESSICA,FABIANO,18522
FRANCISCA,VITOR,57565
ANDREA,JESSICA,2216
GUSTAVO,PAULA,27517
RODRIGO,ANDRESSA,9360
SABRINA,RAIMUNDA,17433
TEREZA,DIEGO,44956
DIEGO,THIAGO,71561
MARCO,SERGIO,28005
DAVID,ALICE,25742
FLAVIA,VIVIANE,20457
LAURA,RAQUEL,51429
VANESSA,RAQUEL,22494
RENAN,MATHEUS,40487
JAQUELINE,BIANCA,39352
SUELI,MICHELE,78836
CICERO,GILMAR,25948
SILVANA,THAIS,15404
ANA,ROGERIO,72440
EMERSON,MATEUS,53362
MARCIO,JAQUELINE,34862
RONALDO,MARCO,72660
BIANCA,SAMUEL,55351
LUZIA,ELIAS,34139
LAURA,JULIO,64712
CLAUDIO,JORGE,31100
ALICE,LUIZA,67052
BRUNA,RAQUEL,47352
PEDRO,ALEXANDRE,28760
REGINA,ALEXANDRE,5590
CARLOS,DAVID,98985
FABRICIO,JAIR,88480
FLAVIA,APARECIDA,4579
ERICA,ELAINE,68199
CICERO,CARLOS,3778
ANDREIA,FRANCISCO,54139
ELIAS,LUIZA,7386
PRISCILA,JANAINA,94095
MAURO,MARTA,12238
VINICIUS,FRANCISCA,53865
ANGELA,MANOEL,7470
PRISCILA,ALEX,16714
PRISCILA,HELENA,21034
DAVID,CARLA,45897
DANIELA,MARTA,24697
RAFAEL,LARISSA,53155
JOAO,ANDREIA,59915
RAFAELA,PRISCILA,7116
MARTA,REGINALDO,52422
MARCOS,WILSON,8029
FERNANDO,SILVIA,16478
BIANCA,ROGERIO,78799
LAURA,FABRICIO,44679
TAIS,FLAVIA,93023
FABIO,RAIMUNDA,49958
ELIANA,LUCIA,73116
CARLOS,TANIA,19564
MARCO,ROBSON,50014
ELIANA,CRISTINA,15508
WILLIAN,RAFAELA,67073
FABRICIO,LARISSA,69677
PEDRO,TATIANE,52595
REGINALDO,PRISCILA,2019
JAQUELINE,LEONARDO,96898
CARLA,LUANA,5792
ANDRE,DIEGO,36216
ROSANGELA,MAURICIO,11121
LUANA,GABRIELA,88309
MANUEL,BENEDITO,16296
ELIANE,FERNANDO,43088
GILBERTO,SOLANGE,1712
RAQUEL,ROSA,91570
SERGIO,ISABELA,66474
DANIELA,VIVIANE,92250
MARCIO,GILMAR,86347
LUCIANO,SARA,5456
CARLA,NATALIA,85347
BENEDITO,TANIA,1975
ANDREA,LUCIA,46969
JEFERSON,ANDRESSA,70653
BRUNA,MARLI,99842
JOAQUIM,SILVANA,35534
DANIELA,ALICE,51567
MARCELO,JEFERSON,78814
HENRIQUE,ADRIANO,76567
ELIANE,BEATRIZ,14295
DIOGO,MARIA,81632
VALERIA,CAROLINA,91134
ANA,ISABELA,61266
MANOEL,MIGUEL,52101
MANUEL,DIOGO,95795
ROBSON,CICERO,23071
CRISTINA,DANIEL,84965
CRISTIANE,CRISTINA,96851
EVERTON,WESLEY,40878
THAIS,SAMUEL,39921
RICARDO,CRISTIANE,59483
REGINALDO,ANDERSON,97979
ALAN,ROGERIO,41362
PRISCILA,BENEDITO,27688
TATIANE,ELIAS,72099
SEBASTIAO,LUIS,50957
HENRIQUE,IGOR,36716
CARLA,MARTA,67989
SEVERINO,JULIANA,91291
FABIANO,MARINA,6699
ROSANGELA,SABRINA,5373
VINICIUS,REGINALDO,88120
MARLI,ROSANGELA,40422
RENAN,MARINA,55140
LUCIANA,SOLANGE,53586
RONALDO,RICARDO,62499
FELIPE,EVERTON,14751
HENRIQUE,ANDERSON,34764
VERA,WESLEY,14077
LUCIANO,MARTA,3351
RAIMUNDA,DAVID,31621
DANIEL,JEFERSON,79324
FABIANO,REGINA,90746
SEVERINO,MARTA,32196
IGOR,LUIS,54396
GERALDO,TEREZA,32539
AMANDA,BENEDITO,59569
SABRINA,MARIA,83305
THIAGO,ALESSANDRA,85233
SEVERINO,DEBORA,85324
JULIANA,FLAVIO,57443
CLAUDIA,VITORIA,28308
ALINE,DOUGLAS,88173
CARLOS,RAFAELA,62909
SILVANA,NATALIA,36123
ROSA,CAMILA,9268
ALINE,ISABELA,34659
ROBERTO,VITORIA,2791
RONALDO,ANA,63204
MARCOS,CRISTIANE,70053
MARCIA,ANTONIA,82894
ROBSON,DANIEL,49145
GILMAR,FABIO,33007
SARA,NATALIA,76808
CRISTINA,BEATRIZ,82190
RENATA,CLAUDIA,57288
RENATO,RONALDO,65888
GABRIEL,VICTOR,19552
ELIANA,RITA,73725
SARA,SUELI,41164
MAURO,ADILSON,45503
VICTOR,SONIA,35524
VERA,DOUGLAS,19807
MARLI,SONIA,65880
GILMAR,VANESSA,81806
ANDRESSA,ROBERTO,98946
ELIANE,DENISE,39631
MARCOS,DAVID,11622
NATALIA,EDNA,13721
DANIELA,FERNANDO,70716
ROSA,BARBARA,1362
CAROLINA,APARECIDA,44069
CRISTINA,ANTONIA,49075
DANIELE,SERGIO,10660
ANTONIO,FRANCISCO,60002
JESSICA,LARISSA,81886
CICERO,ISABELA,8929
RAIMUNDO,DANILO,4243
DAIANE,ALESSANDRA,88658
JEAN,ROSA,63077
MATHEUS,RAIMUNDO,9720
ALEXANDRE,TATIANE,90969
JORGE,PAULA,98468
PRISCILA,BIANCA,51871
CAROLINA,FLAVIO,25724
LUANA,EVERTON,97663
MARIO,ANDRE,38722
MICHELE,HENRIQUE,50548
EVERTON,RONALDO,58466
ANDREA,GERALDO,29600
ROGERIO,EDNA,11144
CRISTINA,ERICA,41827
MARCIA,DAVI,39576
ADRIANO,MARIA,8090
TAIS,EMERSON,97240
FABIO,RENATA,16005
LUAN,PAULO,14788
JAQUELINE,LUCIA,21406
FABIANO,BEATRIZ,51949
CRISTIANE,ELIANA,60510
MARTA,FELIPE,71476
WILLIAN,FERNANDA,28198
VICTOR,ANDRESSA,51924
CAMILA,BARBARA,34341
GILMAR,ROBSON,90584
CRISTIANE,ANDREA,43479
FABIO,ADILSON,97726
ANTONIO,DOUGLAS,59219
LUIZA,ADILSON,72465
RITA,ALEX,42342
REGINA,GERALDO,57743
ADILSON,DANIELE,17550
SIMONE,LAURA,64090
ALEXANDRE,MATHEUS,80809
MAURICIO,JAIR,44152
GILMAR,SUELI,21903
MARLI,MAURICIO,3765
HELENA,ELIAS,31126
MATHEUS,ERICA,39487
PAULO,EMERSON,32897
SOLANGE,RAIMUNDO,69823
ANDREA,JEFERSON,17866
SABRINA,WESLEY,54587
FABIANO,CARLOS,13643
JAIR,PAULA,95849
DIOGO,LUIS,24864
GILMAR,BARBARA,74110
DANIELE,FABIANA,16607
TIAGO,TANIA,40974
ALEX,GABRIELA,88055
LUCIA,ANDERSON,17821
PAULO,JONAS,29082
ROBSON,ANTONIO,40742
TANIA,BRUNA,826
MATEUS,FABIANA,97112
LUCAS,APARECIDA,48302
TEREZINHA,PAULO,12833
JAIR,VERA,23838
ROSANA,LAURA,97265
CAROLINA,ELIANA,53665
MIGUEL,PEDRO,58790
PAULA,VALDIR,19780
SEVERINO,TAIS,33569
WILSON,SOLANGE,58455
EMERSON,GILSON,73744
CAROLINA,NELSON,68722
SOLANGE,GILMAR,15358
REGINALDO,HENRIQUE,86204
JESSICA,APARECIDA,42819
RAIMUNDA,ISABELA,27597
PAULA,GABRIELA,10017
ALESSANDRO,GERALDO,17949
JAQUELINE,JEAN,94632
SEVERINO,GUILHERME,27252
ALINE,RAQUEL,46455
ELAINE,ANDREA,97885
PRISCILA,DANILO,85482
DIEGO,MANOEL,73284
NELSON,ROGERIO,48937
OSVALDO,SAMUEL,11313
LARISSA,WILLIAN,3427
DAVID,RENAN,80091
SUELI,JOAQUIM,83447
RAQUEL,SOLANGE,48368
ELIANA,LAURA,82947
DAVID,RENATO,63522
LUCAS,ALINE,58076
ANDRESSA,RICARDO,1083
JOANA,LUCAS,37328
WILLIAN,LARISSA,24518
APARECIDA,SILVANA,94496
RENAN,GUILHERME,94905
LUZIA,SERGIO,59699
BARBARA,DEBORA,86621
RODRIGO,GABRIEL,12103
LUZIA,JAIR,53643
AMANDA,VERA,43742
ADRIANA,BEATRIZ,27119
SIMONE,JOANA,80870
FATIMA,JOSEFA,60855
LUZIA,ALESSANDRO,98658
MARLENE,MARCO,85830
